Date,Region,Confirmed,Deaths,Recovered,Active Cases,Mortality Rate,Recovery Ratio
2020-04-29,UK,141,0,131,10,0.0,92.90780141843972
2020-04-29,Canada,13,0,0,13,0.0,0.0
2020-04-29,US,103,3,0,100,2.912621359223301,0.0
2020-04-29,Denmark,11,0,11,0,0.0,100.0
2020-04-29,France,149,12,82,55,8.053691275167784,55.033557046979865
2020-04-29,US,141,5,0,136,3.546099290780142,0.0
2020-04-29,Mainland China,1588,8,1557,23,0.5037783375314862,98.04785894206549
2020-04-29,Mainland China,254,2,252,0,0.7874015748031495,99.21259842519686
2020-04-29,Mainland China,147,2,145,0,1.3605442176870748,98.63945578231292
2020-04-29,Mainland China,168,6,162,0,3.571428571428571,96.42857142857143
2020-04-29,US,613,16,0,597,2.6101141924959217,0.0
2020-04-29,Mainland China,328,6,318,4,1.8292682926829267,96.95121951219512
2020-04-29,Mainland China,939,13,587,339,1.384451544195953,62.51331203407881
2020-04-29,Mainland China,1276,22,1254,0,1.7241379310344827,98.27586206896551
2020-04-29,Hong Kong,1037,4,830,203,0.3857280617164899,80.03857280617164
2020-04-29,Mainland China,68128,4512,63616,0,6.622827618600281,93.37717238139972
2020-04-29,Mainland China,1019,4,1015,0,0.39254170755642787,99.60745829244357
2020-04-29,US,1952,60,0,1892,3.0737704918032787,0.0
2020-04-29,US,50358,2215,0,48143,4.398506692084673,0.0
2020-04-29,US,17182,964,0,16218,5.610522639972064,0.0
2020-04-29,Mainland China,200,1,150,49,0.5,75.0
2020-04-29,US,6843,148,0,6695,2.1627940961566563,0.0
2020-04-29,UK,313,21,258,34,6.7092651757188495,82.42811501597444
2020-04-29,Mainland China,653,0,648,5,0.0,99.23430321592649
2020-04-29,Mainland China,937,1,936,0,0.10672358591248667,99.89327641408752
2020-04-29,Mainland China,111,1,99,11,0.9009009009009009,89.1891891891892
2020-04-29,US,3839,134,0,3705,3.490492315707215,0.0
2020-04-29,US,4537,234,0,4303,5.157593123209169,0.0
2020-04-29,Mainland China,146,2,143,1,1.36986301369863,97.94520547945206
2020-04-29,US,27660,1845,0,25815,6.670281995661605,0.0
2020-04-29,Macau,45,0,34,11,0.0,75.55555555555556
2020-04-29,US,1056,52,0,1004,4.924242424242424,0.0
2020-04-29,Canada,275,6,0,269,2.181818181818182,0.0
2020-04-29,France,175,14,83,78,8.0,47.42857142857143
2020-04-29,US,20849,1078,0,19771,5.170511775145091,0.0
2020-04-29,US,60265,3405,0,56860,5.650045631792914,0.0
2020-04-29,France,460,4,235,221,0.8695652173913043,51.08695652173913
2020-04-29,US,40399,3670,0,36729,9.084383276813783,0.0
2020-04-29,US,4644,319,0,4325,6.869078380706288,0.0
2020-04-29,US,6569,250,0,6319,3.8057543005023597,0.0
2020-04-29,US,7660,338,0,7322,4.412532637075718,0.0
2020-04-29,US,451,16,0,435,3.5476718403547673,0.0
2020-04-29,UK,11,1,2,8,9.090909090909092,18.181818181818183
2020-04-29,US,3851,56,0,3795,1.4541677486367177,0.0
2020-04-29,US,4934,230,0,4704,4.661532225374949,0.0
2020-04-29,Canada,118,0,0,118,0.0,0.0
2020-04-29,France,18,0,17,1,0.0,94.44444444444444
2020-04-29,US,2058,60,0,1998,2.9154518950437316,0.0
2020-04-29,US,116365,6771,0,109594,5.8187599364069955,0.0
2020-04-29,US,3213,112,0,3101,3.485838779956427,0.0
2020-04-29,Australia,3016,40,2284,692,1.3262599469496021,75.72944297082228
2020-04-29,US,299691,23477,0,276214,7.833735414143233,0.0
2020-04-29,Canada,258,3,0,255,1.1627906976744187,0.0
2020-04-29,Mainland China,75,0,75,0,0.0,100.0
2020-04-29,US,10180,382,0,9798,3.7524557956777995,0.0
2020-04-29,US,1033,19,0,1014,1.8393030009680542,0.0
2020-04-29,US,14,2,0,12,14.285714285714285,0.0
2020-04-29,Australia,28,0,25,3,0.0,89.28571428571429
2020-04-29,Canada,935,28,0,907,2.9946524064171123,0.0
2020-04-29,US,17303,937,0,16366,5.415245911113679,0.0
2020-04-29,US,3473,214,0,3259,6.161819752375468,0.0
2020-04-29,Canada,16978,1153,0,15825,6.791141477205796,0.0
2020-04-29,US,2446,101,0,2345,4.129190515126738,0.0
2020-04-29,US,46327,2373,0,43954,5.122282901979407,0.0
2020-04-29,Canada,27,0,0,27,0.0,0.0
2020-04-29,US,1433,86,0,1347,6.001395673412421,0.0
2020-04-29,Mainland China,18,0,18,0,0.0,100.0
2020-04-29,Canada,26610,1762,0,24848,6.621570838030816,0.0
2020-04-29,Australia,1033,6,943,84,0.5808325266214909,91.28751210067763
2020-04-29,France,420,0,300,120,0.0,71.42857142857143
2020-04-29,US,8247,251,0,7996,3.043530980962774,0.0
2020-04-29,Canada,383,6,0,377,1.5665796344647518,0.0
2020-04-29,Mainland China,306,3,253,50,0.9803921568627451,82.6797385620915
2020-04-29,Mainland China,787,7,772,8,0.8894536213468869,98.09402795425667
2020-04-29,Mainland China,647,7,597,43,1.0819165378670788,92.27202472952087
2020-04-29,Mainland China,197,0,164,33,0.0,83.24873096446701
2020-04-29,Mainland China,561,3,558,0,0.53475935828877,99.46524064171123
2020-04-29,Netherlands,75,13,33,29,17.333333333333336,44.0
2020-04-29,Australia,438,4,420,14,0.91324200913242,95.8904109589041
2020-04-29,US,5882,231,0,5651,3.927235634138048,0.0
2020-04-29,US,2373,13,0,2360,0.5478297513695743,0.0
2020-04-29,France,38,3,24,11,7.894736842105263,63.1578947368421
2020-04-29,Australia,219,12,144,63,5.47945205479452,65.75342465753424
2020-04-29,US,10366,195,0,10171,1.8811499131776963,0.0
2020-04-29,US,27257,754,0,26503,2.766261877682797,0.0
2020-04-29,Mainland China,190,3,183,4,1.5789473684210527,96.3157894736842
2020-04-29,UK,12,1,5,6,8.333333333333332,41.66666666666667
2020-04-29,US,4497,45,0,4452,1.0006671114076051,0.0
2020-04-29,US,862,47,0,815,5.452436194895592,0.0
2020-04-29,Australia,1361,18,1291,52,1.322556943423953,94.85672299779574
2020-04-29,US,57,4,0,53,7.017543859649122,0.0
2020-04-29,US,14962,522,0,14440,3.488838390589493,0.0
2020-04-29,US,14070,801,0,13269,5.692963752665245,0.0
2020-04-29,US,1110,38,0,1072,3.423423423423423,0.0
2020-04-29,Australia,551,8,507,36,1.4519056261343013,92.01451905626135
2020-04-29,US,6520,308,0,6212,4.7239263803680975,0.0
2020-04-29,US,545,7,0,538,1.2844036697247707,0.0
2020-04-29,Mainland China,76,3,73,0,3.9473684210526314,96.05263157894737
2020-04-29,Canada,11,0,0,11,0.0,0.0
2020-04-29,Mainland China,185,2,181,2,1.0810810810810811,97.83783783783784
2020-04-29,Mainland China,1268,1,1263,4,0.07886435331230283,99.60567823343848
